날짜,월,채널,결제금액_KRW,결제금액_USD,상품수
2025-01-01,2025-01,국내자사몰,47730.0,,1
2025-01-01,2025-01,국내자사몰,65190.0,,1
2025-01-01,2025-01,국내자사몰,97320.0,,2
2025-01-01,2025-01,국내자사몰,91830.0,,1
2025-01-01,2025-01,국내자사몰,148530.0,,1
2025-01-01,2025-01,국내자사몰,91830.0,,1
2025-01-01,2025-01,국내자사몰,173730.0,,1
2025-01-01,2025-01,국내자사몰,163820.0,,1
2025-01-01,2025-01,국내자사몰,82110.0,,3
2025-01-01,2025-01,국내자사몰,48535.0,,1
2025-01-01,2025-01,국내자사몰,51020.0,,1
2025-01-01,2025-01,국내자사몰,140445.0,,1
2025-01-01,2025-01,국내자사몰,91830.0,,1
2025-01-01,2025-01,국내자사몰,65190.0,,1
2025-01-01,2025-01,국내자사몰,68190.0,,1
2025-01-01,2025-01,국내자사몰,207420.0,,2
2025-01-01,2025-01,국내자사몰,47730.0,,1
2025-01-01,2025-01,국내자사몰,191370.0,,1
2025-01-01,2025-01,국내자사몰,65190.0,,1
2025-01-01,2025-01,국내자사몰,159330.0,,2
2025-01-01,2025-01,국내자사몰,71670.0,,1
2025-01-01,2025-01,국내자사몰,191370.0,,1
2025-01-02,2025-01,국내자사몰,93300.0,,1
2025-01-02,2025-01,국내자사몰,173730.0,,1
2025-01-02,2025-01,국내자사몰,117750.0,,1
2025-01-02,2025-01,국내자사몰,124500.0,,1
2025-01-02,2025-01,국내자사몰,205810.0,,2
2025-01-02,2025-01,국내자사몰,65190.0,,1
2025-01-02,2025-01,국내자사몰,153000.0,,2
2025-01-02,2025-01,국내자사몰,47730.0,,1
2025-01-02,2025-01,국내자사몰,164550.0,,1
2025-01-02,2025-01,국내자사몰,65190.0,,1
2025-01-02,2025-01,국내자사몰,47730.0,,1
2025-01-02,2025-01,국내자사몰,90300.0,,3
2025-01-02,2025-01,국내자사몰,65190.0,,1
2025-01-02,2025-01,국내자사몰,47730.0,,1
2025-01-02,2025-01,국내자사몰,25950.0,,1
2025-01-02,2025-01,국내자사몰,124500.0,,1
2025-01-02,2025-01,국내자사몰,91830.0,,1
2025-01-02,2025-01,국내자사몰,47730.0,,1
2025-01-02,2025-01,국내자사몰,91830.0,,1
2025-01-02,2025-01,국내자사몰,173730.0,,1
2025-01-02,2025-01,국내자사몰,164245.0,,1
2025-01-02,2025-01,국내자사몰,47730.0,,1
2025-01-02,2025-01,국내자사몰,65190.0,,1
2025-01-02,2025-01,국내자사몰,191370.0,,1
2025-01-02,2025-01,국내자사몰,65190.0,,1
2025-01-02,2025-01,국내자사몰,173730.0,,1
2025-01-03,2025-01,국내자사몰,72100.0,,1
2025-01-03,2025-01,국내자사몰,38700.0,,1
2025-01-03,2025-01,국내자사몰,146100.0,,1
2025-01-03,2025-01,국내자사몰,146100.0,,1
2025-01-03,2025-01,국내자사몰,134750.0,,1
2025-01-03,2025-01,국내자사몰,146100.0,,1
2025-01-03,2025-01,국내자사몰,110325.0,,1
2025-01-03,2025-01,국내자사몰,91830.0,,1
2025-01-03,2025-01,국내자사몰,173730.0,,1
2025-01-03,2025-01,국내자사몰,52700.0,,1
2025-01-03,2025-01,국내자사몰,65190.0,,1
2025-01-03,2025-01,국내자사몰,91830.0,,1
2025-01-03,2025-01,국내자사몰,191370.0,,1
2025-01-03,2025-01,국내자사몰,124500.0,,1
2025-01-03,2025-01,국내자사몰,162975.0,,2
2025-01-03,2025-01,국내자사몰,148530.0,,1
2025-01-03,2025-01,국내자사몰,53235.0,,1
2025-01-03,2025-01,국내자사몰,100200.0,,1
2025-01-03,2025-01,국내자사몰,91830.0,,1
2025-01-03,2025-01,국내자사몰,173730.0,,1
2025-01-03,2025-01,국내자사몰,35130.0,,1
2025-01-03,2025-01,국내자사몰,140445.0,,1
2025-01-03,2025-01,국내자사몰,101370.0,,2
2025-01-03,2025-01,국내자사몰,56190.0,,1
2025-01-03,2025-01,국내자사몰,173730.0,,1
2025-01-03,2025-01,국내자사몰,101700.0,,1
2025-01-04,2025-01,국내자사몰,212300.0,,1
2025-01-04,2025-01,국내자사몰,191370.0,,1
2025-01-04,2025-01,국내자사몰,47730.0,,1
2025-01-04,2025-01,국내자사몰,56190.0,,1
2025-01-04,2025-01,국내자사몰,86895.0,,1
2025-01-04,2025-01,국내자사몰,146100.0,,1
2025-01-04,2025-01,국내자사몰,91830.0,,1
2025-01-04,2025-01,국내자사몰,164700.0,,1
2025-01-04,2025-01,국내자사몰,91830.0,,1
2025-01-04,2025-01,국내자사몰,146100.0,,1
2025-01-04,2025-01,국내자사몰,257660.0,,2
2025-01-04,2025-01,국내자사몰,65190.0,,1
2025-01-04,2025-01,국내자사몰,76750.0,,2
2025-01-04,2025-01,국내자사몰,131790.0,,3
2025-01-04,2025-01,국내자사몰,65190.0,,1
2025-01-04,2025-01,국내자사몰,65190.0,,1
2025-01-04,2025-01,국내자사몰,32700.0,,1
2025-01-04,2025-01,국내자사몰,124500.0,,1
2025-01-04,2025-01,국내자사몰,65190.0,,1
2025-01-04,2025-01,국내자사몰,192700.0,,1
2025-01-04,2025-01,국내자사몰,204905.0,,1
2025-01-04,2025-01,국내자사몰,142500.0,,1
2025-01-04,2025-01,국내자사몰,62100.0,,1
2025-01-04,2025-01,국내자사몰,65190.0,,1
2025-01-04,2025-01,국내자사몰,62100.0,,1
2025-01-04,2025-01,국내자사몰,56190.0,,1
2025-01-05,2025-01,국내자사몰,173730.0,,1
2025-01-05,2025-01,국내자사몰,223500.0,,2
2025-01-05,2025-01,국내자사몰,142230.0,,1
2025-01-05,2025-01,국내자사몰,65190.0,,1
2025-01-05,2025-01,국내자사몰,255000.0,,2
2025-01-05,2025-01,국내자사몰,162000.0,,1
2025-01-05,2025-01,국내자사몰,62100.0,,1
2025-01-05,2025-01,국내자사몰,173730.0,,1
2025-01-05,2025-01,국내자사몰,52700.0,,1
2025-01-05,2025-01,국내자사몰,173730.0,,1
2025-01-05,2025-01,국내자사몰,47730.0,,1
2025-01-05,2025-01,국내자사몰,124500.0,,1
2025-01-05,2025-01,국내자사몰,72100.0,,1
2025-01-05,2025-01,국내자사몰,65190.0,,1
2025-01-05,2025-01,국내자사몰,192700.0,,1
2025-01-05,2025-01,국내자사몰,72100.0,,1
2025-01-05,2025-01,국내자사몰,146460.0,,2
2025-01-05,2025-01,국내자사몰,142500.0,,1
2025-01-05,2025-01,국내자사몰,101700.0,,1
2025-01-05,2025-01,국내자사몰,211170.0,,4
2025-01-05,2025-01,국내자사몰,47730.0,,1
2025-01-05,2025-01,국내자사몰,73210.0,,2
2025-01-05,2025-01,국내자사몰,146100.0,,1
2025-01-05,2025-01,국내자사몰,56190.0,,1
2025-01-05,2025-01,국내자사몰,195690.0,,2
2025-01-06,2025-01,국내자사몰,180905.0,,1
2025-01-06,2025-01,국내자사몰,86895.0,,1
2025-01-06,2025-01,국내자사몰,35130.0,,1
2025-01-06,2025-01,국내자사몰,47730.0,,1
2025-01-06,2025-01,국내자사몰,142500.0,,1
2025-01-06,2025-01,국내자사몰,35130.0,,1
2025-01-06,2025-01,국내자사몰,47730.0,,1
2025-01-06,2025-01,국내자사몰,62075.0,,1
2025-01-06,2025-01,국내자사몰,65190.0,,1
2025-01-06,2025-01,국내자사몰,91830.0,,1
2025-01-06,2025-01,국내자사몰,192700.0,,1
2025-01-06,2025-01,국내자사몰,72100.0,,1
2025-01-06,2025-01,국내자사몰,146100.0,,1
2025-01-06,2025-01,국내자사몰,45245.0,,1
2025-01-06,2025-01,국내자사몰,128550.0,,1
2025-01-06,2025-01,국내자사몰,45245.0,,1
2025-01-06,2025-01,국내자사몰,91830.0,,1
2025-01-06,2025-01,국내자사몰,65190.0,,1
2025-01-06,2025-01,국내자사몰,58971.0,,1
2025-01-07,2025-01,국내자사몰,91830.0,,1
2025-01-07,2025-01,국내자사몰,91830.0,,1
2025-01-07,2025-01,국내자사몰,447150.0,,5
2025-01-07,2025-01,국내자사몰,142500.0,,1
2025-01-07,2025-01,국내자사몰,386347.0,,4
2025-01-07,2025-01,국내자사몰,101700.0,,1
2025-01-07,2025-01,국내자사몰,173730.0,,1
2025-01-07,2025-01,국내자사몰,47730.0,,1
2025-01-07,2025-01,국내자사몰,117750.0,,1
2025-01-07,2025-01,국내자사몰,124500.0,,1
2025-01-07,2025-01,국내자사몰,148530.0,,1
2025-01-07,2025-01,국내자사몰,191370.0,,1
2025-01-07,2025-01,국내자사몰,173730.0,,1
2025-01-07,2025-01,국내자사몰,47730.0,,1
2025-01-07,2025-01,국내자사몰,65775.0,,2
2025-01-07,2025-01,국내자사몰,160500.0,,1
2025-01-07,2025-01,국내자사몰,178000.0,,1
2025-01-07,2025-01,국내자사몰,148530.0,,1
2025-01-07,2025-01,국내자사몰,91830.0,,1
2025-01-07,2025-01,국내자사몰,10000.0,,1
2025-01-07,2025-01,국내자사몰,65190.0,,1
2025-01-07,2025-01,국내자사몰,94830.0,,1
2025-01-07,2025-01,국내자사몰,201731.0,,3
2025-01-07,2025-01,국내자사몰,56190.0,,1
2025-01-07,2025-01,국내자사몰,248250.0,,2
2025-01-07,2025-01,국내자사몰,142500.0,,1
2025-01-08,2025-01,국내자사몰,53235.0,,1
2025-01-08,2025-01,국내자사몰,191370.0,,1
2025-01-08,2025-01,국내자사몰,72300.0,,1
2025-01-08,2025-01,국내자사몰,191370.0,,1
2025-01-08,2025-01,국내자사몰,65190.0,,1
2025-01-08,2025-01,국내자사몰,173730.0,,1
2025-01-08,2025-01,국내자사몰,110325.0,,1
2025-01-08,2025-01,국내자사몰,82210.0,,1
2025-01-08,2025-01,국내자사몰,111000.0,,1
2025-01-08,2025-01,국내자사몰,173730.0,,1
2025-01-08,2025-01,국내자사몰,195690.0,,2
2025-01-08,2025-01,국내자사몰,359859.0,,3
2025-01-08,2025-01,국내자사몰,217100.0,,2
2025-01-08,2025-01,국내자사몰,65190.0,,1
2025-01-08,2025-01,국내자사몰,25500.0,,1
2025-01-08,2025-01,국내자사몰,91830.0,,1
2025-01-08,2025-01,국내자사몰,38700.0,,1
2025-01-08,2025-01,국내자사몰,115950.0,,2
2025-01-08,2025-01,국내자사몰,180905.0,,1
2025-01-08,2025-01,국내자사몰,72100.0,,1
2025-01-08,2025-01,국내자사몰,284400.0,,3
2025-01-08,2025-01,국내자사몰,65190.0,,1
2025-01-08,2025-01,국내자사몰,65190.0,,1
2025-01-08,2025-01,국내자사몰,101700.0,,1
2025-01-08,2025-01,국내자사몰,201180.0,,2
2025-01-08,2025-01,국내자사몰,148530.0,,1
2025-01-08,2025-01,국내자사몰,65190.0,,1
2025-01-08,2025-01,국내자사몰,178000.0,,1
2025-01-08,2025-01,국내자사몰,61735.0,,1
2025-01-09,2025-01,국내자사몰,56190.0,,1
2025-01-09,2025-01,국내자사몰,188400.0,,3
2025-01-09,2025-01,국내자사몰,143670.0,,2
2025-01-09,2025-01,국내자사몰,173730.0,,1
2025-01-09,2025-01,국내자사몰,47730.0,,1
2025-01-09,2025-01,국내자사몰,72100.0,,1
2025-01-09,2025-01,국내자사몰,72100.0,,1
2025-01-09,2025-01,국내자사몰,62100.0,,1
2025-01-09,2025-01,국내자사몰,36345.0,,1
2025-01-09,2025-01,국내자사몰,101700.0,,1
2025-01-09,2025-01,국내자사몰,65190.0,,1
2025-01-09,2025-01,국내자사몰,56190.0,,1
2025-01-09,2025-01,국내자사몰,62100.0,,1
2025-01-09,2025-01,국내자사몰,56190.0,,1
2025-01-09,2025-01,국내자사몰,65550.0,,1
2025-01-09,2025-01,국내자사몰,91830.0,,1
2025-01-09,2025-01,국내자사몰,178000.0,,1
2025-01-09,2025-01,국내자사몰,191370.0,,1
2025-01-09,2025-01,국내자사몰,142500.0,,1
2025-01-09,2025-01,국내자사몰,35130.0,,1
2025-01-09,2025-01,국내자사몰,47730.0,,1
2025-01-10,2025-01,국내자사몰,65190.0,,1
2025-01-10,2025-01,국내자사몰,178140.0,,2
2025-01-10,2025-01,국내자사몰,365550.0,,5
2025-01-10,2025-01,국내자사몰,61735.0,,1
2025-01-10,2025-01,국내자사몰,147900.0,,1
2025-01-10,2025-01,국내자사몰,91200.0,,2
2025-01-10,2025-01,국내자사몰,40825.0,,2
2025-01-10,2025-01,국내자사몰,184300.0,,2
2025-01-10,2025-01,국내자사몰,84270.0,,1
2025-01-10,2025-01,국내자사몰,65190.0,,1
2025-01-10,2025-01,국내자사몰,65190.0,,1
2025-01-10,2025-01,국내자사몰,35130.0,,1
2025-01-10,2025-01,국내자사몰,79815.0,,2
2025-01-10,2025-01,국내자사몰,91830.0,,1
2025-01-10,2025-01,국내자사몰,65190.0,,1
2025-01-10,2025-01,국내자사몰,47730.0,,1
2025-01-11,2025-01,국내자사몰,194370.0,,1
2025-01-11,2025-01,국내자사몰,65190.0,,1
2025-01-11,2025-01,국내자사몰,173730.0,,1
2025-01-11,2025-01,국내자사몰,65190.0,,1
2025-01-11,2025-01,국내자사몰,173730.0,,1
2025-01-11,2025-01,국내자사몰,65190.0,,1
2025-01-11,2025-01,국내자사몰,142230.0,,1
2025-01-11,2025-01,국내자사몰,192700.0,,1
2025-01-11,2025-01,국내자사몰,136560.0,,2
2025-01-11,2025-01,국내자사몰,47730.0,,1
2025-01-11,2025-01,국내자사몰,104380.0,,2
2025-01-11,2025-01,국내자사몰,65190.0,,1
2025-01-12,2025-01,국내자사몰,74400.0,,2
2025-01-12,2025-01,국내자사몰,128550.0,,1
2025-01-12,2025-01,국내자사몰,97752.0,,1
2025-01-12,2025-01,국내자사몰,65190.0,,1
2025-01-12,2025-01,국내자사몰,62100.0,,1
2025-01-12,2025-01,국내자사몰,56190.0,,1
2025-01-12,2025-01,국내자사몰,138999.0,,1
2025-01-12,2025-01,국내자사몰,56190.0,,1
2025-01-12,2025-01,국내자사몰,47730.0,,1
2025-01-12,2025-01,국내자사몰,173730.0,,1
2025-01-12,2025-01,국내자사몰,62100.0,,1
2025-01-12,2025-01,국내자사몰,65190.0,,1
2025-01-12,2025-01,국내자사몰,65190.0,,1
2025-01-12,2025-01,국내자사몰,192000.0,,2
2025-01-12,2025-01,국내자사몰,47730.0,,1
2025-01-12,2025-01,국내자사몰,146100.0,,1
2025-01-12,2025-01,국내자사몰,47730.0,,1
2025-01-12,2025-01,국내자사몰,56190.0,,1
2025-01-12,2025-01,국내자사몰,65550.0,,1
2025-01-12,2025-01,국내자사몰,52700.0,,1
2025-01-12,2025-01,국내자사몰,67530.0,,2
2025-01-12,2025-01,국내자사몰,56190.0,,1
2025-01-12,2025-01,국내자사몰,172200.0,,2
2025-01-12,2025-01,국내자사몰,100920.0,,2
2025-01-12,2025-01,국내자사몰,154020.0,,2
2025-01-12,2025-01,국내자사몰,97000.0,,1
2025-01-12,2025-01,국내자사몰,142500.0,,1
2025-01-12,2025-01,국내자사몰,194900.0,,2
2025-01-12,2025-01,국내자사몰,197600.0,,2
2025-01-12,2025-01,해외자사몰,187200.0,124.8,3
2025-01-12,2025-01,해외자사몰,209550.0,139.7,1
2025-01-13,2025-01,국내자사몰,120450.0,,3
2025-01-13,2025-01,국내자사몰,103800.0,,2
2025-01-13,2025-01,국내자사몰,115500.0,,2
2025-01-13,2025-01,국내자사몰,72100.0,,1
2025-01-13,2025-01,국내자사몰,97000.0,,1
2025-01-13,2025-01,국내자사몰,65190.0,,1
2025-01-13,2025-01,국내자사몰,56190.0,,1
2025-01-13,2025-01,국내자사몰,65433.0,,1
2025-01-13,2025-01,국내자사몰,38700.0,,1
2025-01-13,2025-01,국내자사몰,184440.0,,1
2025-01-13,2025-01,국내자사몰,65190.0,,1
2025-01-13,2025-01,국내자사몰,147900.0,,1
2025-01-13,2025-01,국내자사몰,52700.0,,1
2025-01-13,2025-01,국내자사몰,38700.0,,1
2025-01-13,2025-01,국내자사몰,65190.0,,1
2025-01-13,2025-01,국내자사몰,118200.0,,2
2025-01-13,2025-01,국내자사몰,154110.0,,1
2025-01-13,2025-01,국내자사몰,146100.0,,1
2025-01-13,2025-01,국내자사몰,65190.0,,1
2025-01-13,2025-01,국내자사몰,28500.0,,1
2025-01-13,2025-01,국내자사몰,52700.0,,1
2025-01-13,2025-01,국내자사몰,65190.0,,1
2025-01-14,2025-01,국내자사몰,101700.0,,1
2025-01-14,2025-01,국내자사몰,154020.0,,2
2025-01-14,2025-01,국내자사몰,52700.0,,1
2025-01-14,2025-01,국내자사몰,142500.0,,1
2025-01-14,2025-01,국내자사몰,68190.0,,1
2025-01-14,2025-01,국내자사몰,62776.0,,1
2025-01-14,2025-01,국내자사몰,65190.0,,1
2025-01-14,2025-01,국내자사몰,91830.0,,1
2025-01-14,2025-01,국내자사몰,143238.0,,1
2025-01-14,2025-01,국내자사몰,244380.0,,5
2025-01-14,2025-01,국내자사몰,88400.0,,2
2025-01-14,2025-01,국내자사몰,47730.0,,1
2025-01-14,2025-01,국내자사몰,65190.0,,1
2025-01-14,2025-01,국내자사몰,162000.0,,1
2025-01-14,2025-01,국내자사몰,91830.0,,1
2025-01-14,2025-01,국내자사몰,52700.0,,1
2025-01-14,2025-01,국내자사몰,52700.0,,1
2025-01-14,2025-01,국내자사몰,107895.0,,2
2025-01-14,2025-01,국내자사몰,183900.0,,2
2025-01-14,2025-01,국내자사몰,62100.0,,1
2025-01-14,2025-01,국내자사몰,146100.0,,1
2025-01-14,2025-01,국내자사몰,134220.0,,4
2025-01-14,2025-01,해외자사몰,214800.0,143.2,1
2025-01-14,2025-01,해외자사몰,185100.0,123.4,1
2025-01-15,2025-01,국내자사몰,55275.0,,1
2025-01-15,2025-01,국내자사몰,129650.0,,1
2025-01-15,2025-01,국내자사몰,58350.0,,1
2025-01-15,2025-01,국내자사몰,55650.0,,1
2025-01-15,2025-01,국내자사몰,122850.0,,1
2025-01-15,2025-01,국내자사몰,91830.0,,1
2025-01-15,2025-01,국내자사몰,56190.0,,1
2025-01-15,2025-01,국내자사몰,62100.0,,1
2025-01-15,2025-01,국내자사몰,58350.0,,1
2025-01-15,2025-01,국내자사몰,47730.0,,1
2025-01-15,2025-01,국내자사몰,128816.0,,1
2025-01-15,2025-01,국내자사몰,101700.0,,1
2025-01-15,2025-01,국내자사몰,24250.0,,1
2025-01-15,2025-01,국내자사몰,164100.0,,1
2025-01-15,2025-01,국내자사몰,448750.0,,5
2025-01-15,2025-01,국내자사몰,56190.0,,1
2025-01-15,2025-01,국내자사몰,164100.0,,1
2025-01-15,2025-01,국내자사몰,56190.0,,1
2025-01-15,2025-01,국내자사몰,58350.0,,1
2025-01-15,2025-01,국내자사몰,97000.0,,1
2025-01-15,2025-01,국내자사몰,216660.0,,3
2025-01-15,2025-01,국내자사몰,91830.0,,1
2025-01-15,2025-01,국내자사몰,195420.0,,2
2025-01-15,2025-01,국내자사몰,282277.0,,2
2025-01-15,2025-01,국내자사몰,52700.0,,1
2025-01-15,2025-01,국내자사몰,145230.0,,1
2025-01-15,2025-01,국내자사몰,72100.0,,1
2025-01-15,2025-01,국내자사몰,109920.0,,2
2025-01-15,2025-01,국내자사몰,303510.0,,4
2025-01-15,2025-01,국내자사몰,21105.0,,1
2025-01-15,2025-01,국내자사몰,91830.0,,1
2025-01-15,2025-01,국내자사몰,146640.0,,2
2025-01-15,2025-01,국내자사몰,65190.0,,1
2025-01-15,2025-01,국내자사몰,31512.0,,1
2025-01-15,2025-01,국내자사몰,208470.0,,4
2025-01-15,2025-01,국내자사몰,47730.0,,1
2025-01-15,2025-01,국내자사몰,91830.0,,1
2025-01-15,2025-01,국내자사몰,147900.0,,1
2025-01-15,2025-01,국내자사몰,30900.0,,1
2025-01-15,2025-01,국내자사몰,87600.0,,1
2025-01-15,2025-01,국내자사몰,162000.0,,1
2025-01-15,2025-01,해외자사몰,214800.0,143.2,1
2025-01-16,2025-01,국내자사몰,127525.0,,2
2025-01-16,2025-01,국내자사몰,91830.0,,1
2025-01-16,2025-01,국내자사몰,164100.0,,1
2025-01-16,2025-01,국내자사몰,164100.0,,1
2025-01-16,2025-01,국내자사몰,368755.0,,3
2025-01-16,2025-01,국내자사몰,216700.0,,3
2025-01-16,2025-01,국내자사몰,56190.0,,1
2025-01-16,2025-01,국내자사몰,217290.0,,2
2025-01-16,2025-01,국내자사몰,139850.0,,1
2025-01-16,2025-01,국내자사몰,91830.0,,1
2025-01-16,2025-01,국내자사몰,58350.0,,1
2025-01-16,2025-01,국내자사몰,129900.0,,1
2025-01-16,2025-01,국내자사몰,144000.0,,1
2025-01-16,2025-01,국내자사몰,55275.0,,1
2025-01-16,2025-01,국내자사몰,56190.0,,1
2025-01-16,2025-01,국내자사몰,47730.0,,1
2025-01-16,2025-01,국내자사몰,47730.0,,1
2025-01-16,2025-01,국내자사몰,225000.0,,2
2025-01-16,2025-01,국내자사몰,56190.0,,1
2025-01-16,2025-01,국내자사몰,91830.0,,1
2025-01-16,2025-01,국내자사몰,155150.0,,1
2025-01-16,2025-01,국내자사몰,64500.0,,1
2025-01-16,2025-01,국내자사몰,155150.0,,1
2025-01-16,2025-01,국내자사몰,101700.0,,1
2025-01-16,2025-01,국내자사몰,91830.0,,1
2025-01-16,2025-01,국내자사몰,58350.0,,1
2025-01-16,2025-01,국내자사몰,56190.0,,1
2025-01-16,2025-01,국내자사몰,129900.0,,1
2025-01-16,2025-01,국내자사몰,45245.0,,1
2025-01-16,2025-01,국내자사몰,164245.0,,1
2025-01-16,2025-01,국내자사몰,56190.0,,1
2025-01-16,2025-01,국내자사몰,122850.0,,1
2025-01-16,2025-01,해외자사몰,73500.0,49.0,1
2025-01-16,2025-01,해외자사몰,223950.0,149.3,1
2025-01-16,2025-01,해외자사몰,214800.0,143.2,1
2025-01-16,2025-01,해외자사몰,214800.0,143.2,1
2025-01-16,2025-01,해외자사몰,214800.0,143.2,1
2025-01-16,2025-01,해외자사몰,238950.0,159.3,3
2025-01-16,2025-01,해외자사몰,153900.0,102.6,2
2025-01-17,2025-01,국내자사몰,154380.0,,2
2025-01-17,2025-01,국내자사몰,129900.0,,1
2025-01-17,2025-01,국내자사몰,64500.0,,1
2025-01-17,2025-01,국내자사몰,298200.0,,2
2025-01-17,2025-01,국내자사몰,47730.0,,1
2025-01-17,2025-01,국내자사몰,84855.0,,2
2025-01-17,2025-01,국내자사몰,144000.0,,1
2025-01-17,2025-01,국내자사몰,58350.0,,1
2025-01-17,2025-01,국내자사몰,52700.0,,1
2025-01-17,2025-01,국내자사몰,129900.0,,1
2025-01-17,2025-01,국내자사몰,217380.0,,2
2025-01-17,2025-01,국내자사몰,62100.0,,1
2025-01-17,2025-01,국내자사몰,270500.0,,4
2025-01-17,2025-01,국내자사몰,182000.0,,1
2025-01-17,2025-01,국내자사몰,58350.0,,1
2025-01-17,2025-01,국내자사몰,128550.0,,1
2025-01-17,2025-01,국내자사몰,164100.0,,1
2025-01-17,2025-01,국내자사몰,164100.0,,1
2025-01-17,2025-01,국내자사몰,128550.0,,1
2025-01-17,2025-01,해외자사몰,157650.0,105.1,3
2025-01-17,2025-01,해외자사몰,218100.0,145.4,4
2025-01-17,2025-01,해외자사몰,155100.0,103.4,1
2025-01-17,2025-01,해외자사몰,165600.0,110.4,1
2025-01-18,2025-01,국내자사몰,130075.0,,2
2025-01-18,2025-01,국내자사몰,35130.0,,1
2025-01-18,2025-01,국내자사몰,86895.0,,1
2025-01-18,2025-01,국내자사몰,163200.0,,2
2025-01-18,2025-01,국내자사몰,182000.0,,1
2025-01-18,2025-01,국내자사몰,129900.0,,1
2025-01-18,2025-01,국내자사몰,91830.0,,1
2025-01-18,2025-01,국내자사몰,72300.0,,1
2025-01-18,2025-01,국내자사몰,142500.0,,1
2025-01-18,2025-01,국내자사몰,144000.0,,1
2025-01-18,2025-01,국내자사몰,58350.0,,1
2025-01-18,2025-01,국내자사몰,137100.0,,1
2025-01-18,2025-01,국내자사몰,58350.0,,1
2025-01-18,2025-01,국내자사몰,58350.0,,1
2025-01-18,2025-01,국내자사몰,64500.0,,1
2025-01-18,2025-01,국내자사몰,56190.0,,1
2025-01-18,2025-01,국내자사몰,64500.0,,1
2025-01-18,2025-01,국내자사몰,58350.0,,1
2025-01-18,2025-01,국내자사몰,58350.0,,1
2025-01-18,2025-01,국내자사몰,129900.0,,1
2025-01-18,2025-01,국내자사몰,72500.0,,1
2025-01-18,2025-01,국내자사몰,299100.0,,3
2025-01-18,2025-01,국내자사몰,58350.0,,1
2025-01-18,2025-01,국내자사몰,113700.0,,2
2025-01-18,2025-01,국내자사몰,129650.0,,1
2025-01-18,2025-01,국내자사몰,72300.0,,1
2025-01-18,2025-01,국내자사몰,58350.0,,1
2025-01-18,2025-01,국내자사몰,64500.0,,1
2025-01-18,2025-01,국내자사몰,225930.0,,2
2025-01-18,2025-01,국내자사몰,56190.0,,1
2025-01-18,2025-01,국내자사몰,147900.0,,1
2025-01-18,2025-01,국내자사몰,94830.0,,1
2025-01-18,2025-01,국내자사몰,55275.0,,1
2025-01-18,2025-01,해외자사몰,73500.0,49.0,1
2025-01-18,2025-01,해외자사몰,214800.0,143.2,1
2025-01-18,2025-01,해외자사몰,209550.0,139.7,1
2025-01-19,2025-01,국내자사몰,62100.0,,1
2025-01-19,2025-01,국내자사몰,147900.0,,1
2025-01-19,2025-01,국내자사몰,147900.0,,1
2025-01-19,2025-01,국내자사몰,164100.0,,1
2025-01-19,2025-01,국내자사몰,52700.0,,1
2025-01-19,2025-01,국내자사몰,91830.0,,1
2025-01-19,2025-01,국내자사몰,58350.0,,1
2025-01-19,2025-01,국내자사몰,142500.0,,1
2025-01-19,2025-01,국내자사몰,58350.0,,1
2025-01-19,2025-01,국내자사몰,47730.0,,1
2025-01-19,2025-01,국내자사몰,147180.0,,2
2025-01-19,2025-01,국내자사몰,182730.0,,2
2025-01-19,2025-01,국내자사몰,61350.0,,1
2025-01-19,2025-01,국내자사몰,62100.0,,1
2025-01-19,2025-01,국내자사몰,64500.0,,1
2025-01-19,2025-01,국내자사몰,281000.0,,3
2025-01-19,2025-01,국내자사몰,58350.0,,1
2025-01-19,2025-01,국내자사몰,104250.0,,2
2025-01-19,2025-01,국내자사몰,139850.0,,1
2025-01-19,2025-01,국내자사몰,65550.0,,1
2025-01-19,2025-01,국내자사몰,139850.0,,1
2025-01-19,2025-01,국내자사몰,139850.0,,1
2025-01-19,2025-01,국내자사몰,173730.0,,1
2025-01-19,2025-01,국내자사몰,56190.0,,1
2025-01-19,2025-01,국내자사몰,58350.0,,1
2025-01-19,2025-01,국내자사몰,101700.0,,1
2025-01-19,2025-01,국내자사몰,91830.0,,1
2025-01-19,2025-01,국내자사몰,56190.0,,1
2025-01-19,2025-01,국내자사몰,58350.0,,1
2025-01-19,2025-01,국내자사몰,58350.0,,1
2025-01-19,2025-01,국내자사몰,137100.0,,1
2025-01-19,2025-01,국내자사몰,101700.0,,1
2025-01-19,2025-01,국내자사몰,58350.0,,1
2025-01-19,2025-01,국내자사몰,53235.0,,1
2025-01-19,2025-01,국내자사몰,117030.0,,2
2025-01-19,2025-01,국내자사몰,28000.0,,1
2025-01-20,2025-01,국내자사몰,181200.0,,2
2025-01-20,2025-01,국내자사몰,242300.0,,2
2025-01-20,2025-01,국내자사몰,58350.0,,1
2025-01-20,2025-01,국내자사몰,56190.0,,1
2025-01-20,2025-01,국내자사몰,164100.0,,1
2025-01-20,2025-01,국내자사몰,129900.0,,1
2025-01-20,2025-01,국내자사몰,47730.0,,1
2025-01-20,2025-01,국내자사몰,185250.0,,2
2025-01-20,2025-01,국내자사몰,56190.0,,1
2025-01-20,2025-01,국내자사몰,101700.0,,1
2025-01-20,2025-01,국내자사몰,58350.0,,1
2025-01-20,2025-01,국내자사몰,52636.0,,2
2025-01-20,2025-01,국내자사몰,362910.0,,6
2025-01-20,2025-01,국내자사몰,91830.0,,1
